id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
738,Luis,Castellanos,IDNAL,8922893828,2002-05-05,2017-09-12,BAS,406,Monterrey,Nuevo León,ACTIVO,APP
739,Miller,Niño,IDNAL,1661083050,1950-02-03,2021-11-26,ELI,822,Guadalajara,Jalisco,ACTIVO,APP
740,Esperanza,García,IDNAL,7552360690,1954-08-20,2026-01-13,STD,551,Medellín,Antioquia,ACTIVO,APP
741,Mario,González,IDNAL,8449474170,1960-09-15,2025-11-28,BAS,399,Córdoba,Córdoba,ACTIVO,APP
742,Adalberto,Ortiz,IDNAL,8031229072,1953-03-15,2025-03-23,BAS,546,Lima,Lima,ACTIVO,CORRESPONSAL
743,Cristobal,Barragán,IDNAL,7654717096,1999-04-14,2024-08-31,STD,564,Monterrey,Nuevo León,ACTIVO,WEB
744,Manuel,Rodríguez,IDNAL,8326907907,1999-01-22,2020-04-05,BAS,469,Ciudad de México,Ciudad de México,ACTIVO,APP
745,Leticia,Zapata,IDNAL,964427223,2004-02-05,2024-08-28,PRE,796,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
746,Valentina,Ramírez,IDNAL,3468928756,2008-02-28,2016-11-12,PRE,778,Monterrey,Nuevo León,ACTIVO,APP
747,Julio César,Mendoza,IDNAL,8859848037,1943-07-01,2022-12-13,BAS,531,Ciudad de México,Ciudad de México,ACTIVO,APP
748,Noelia,Villa,IDNAL,4758139376,2006-11-06,2016-07-11,BAS,403,Bogotá,Cundinamarca,ACTIVO,APP
749,José,Beltrán,PASP,3281778398,1980-12-30,2017-01-20,BAS,547,Ciudad de México,Ciudad de México,ACTIVO,APP
750,Armando,Álvarez,IDNAL,3361440027,2004-02-23,2016-07-13,STD,682,Valparaíso,Valparaíso,ACTIVO,APP
751,David,Martínez,IDNAL,2401995051,1999-06-10,2022-06-07,BAS,302,Lima,Lima,ACTIVO,APP
752,Rebeca,Moreno,IDNAL,6242353778,1995-09-17,2026-02-24,BAS,352,Cali,Valle del Cauca,ACTIVO,WEB
753,Amelia,Rendón,IDNAL,2524639163,1948-08-03,2025-09-22,STD,632,Cali,Valle del Cauca,ACTIVO,APP
754,Noelia,Vega,IDNAL,5395707726,1974-05-12,2018-10-06,BAS,380,Ciudad de México,Ciudad de México,ACTIVO,WEB
755,Hernán,Balderas,IDNAL,9928533567,1976-07-08,2020-11-22,BAS,463,Bogotá,Cundinamarca,ACTIVO,APP
756,Ignacio,Álvarez,IDNAL,5545077429,1976-10-30,2016-07-29,PRE,786,Bogotá,Cundinamarca,ACTIVO,APP
757,Judith,Pichardo,IDNAL,9450525346,1995-01-14,2021-05-30,BAS,344,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
758,Virginia,Vélez,IDNAL,8431299488,1970-02-03,2018-05-12,BAS,615,Santiago,Región Metropolitana,ACTIVO,APP
759,Eugenia,Saldivar,IDNAL,3951170613,1988-10-10,2023-07-15,BAS,538,Lima,Lima,ACTIVO,WEB
760,Octavio,Galvis,IDNAL,1614528899,1954-02-20,2021-10-09,BAS,538,Bogotá,Cundinamarca,ACTIVO,WEB
761,Diego,Gómez,IDNAL,4906579123,1954-10-31,2016-05-06,PRE,746,Bogotá,Cundinamarca,ACTIVO,WEB
762,Leonardo,Limón,IDNAL,9715211096,1964-09-22,2018-08-21,STD,671,Ciudad de México,Ciudad de México,ACTIVO,WEB
763,Alonso,Iglesias,IDNAL,2909635823,1986-03-01,2021-05-10,STD,680,Medellín,Antioquia,ACTIVO,APP
764,Vicente,Moreno,IDNAL,2838581316,2001-05-17,2017-08-13,PRE,836,Monterrey,Nuevo León,ACTIVO,APP
765,Gregorio,Espinosa,IDNAL,7277194571,1982-05-26,2026-06-03,STD,566,Medellín,Antioquia,ACTIVO,APP
766,Bernabé,Tello,IDNAL,3391253758,1958-06-03,2026-04-23,PRE,839,Cali,Valle del Cauca,ACTIVO,WEB
767,Omar,Rojas,IDNAL,7665078769,1952-12-29,2026-07-29,BAS,358,Arequipa,Arequipa,ACTIVO,WEB
768,Leticia,Díaz,IDNAL,8399890415,1959-11-11,2026-06-16,STD,567,Barranquilla,Atlántico,ACTIVO,WEB
769,Luis Manuel,Fierro,IDNAL,3707279480,1956-06-23,2022-10-31,STD,565,Medellín,Antioquia,ACTIVO,WEB
770,Carlos,Muñoz,IDNAL,4655865464,1976-11-27,2019-07-08,PRE,737,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
771,Gabriela,Osorio,IDNAL,6152564962,1996-05-07,2020-12-28,STD,631,Bogotá,Cundinamarca,ACTIVO,APP
772,Nidia,Quintanilla,IDNAL,9730784746,1966-01-14,2020-08-11,STD,638,Buenos Aires,Buenos Aires,ACTIVO,CORRESPONSAL
773,Rodolfo,Calvillo,CE,4601407544,1978-10-04,2021-04-11,STD,565,Valparaíso,Valparaíso,ACTIVO,APP
774,Yuridia,Vargas,IDNAL,9408737609,1999-10-14,2015-09-30,STD,622,Santiago,Región Metropolitana,ACTIVO,WEB
775,Blanca,Páez,PASP,8357211829,1973-09-20,2022-05-13,BAS,495,Bogotá,Cundinamarca,ACTIVO,APP
776,Mauro,Rojo,IDNAL,7548926007,1964-10-13,2020-12-04,BAS,484,Monterrey,Nuevo León,ACTIVO,APP
777,Elisa,Rojas,IDNAL,4424263300,1980-11-25,2020-10-18,BAS,308,Bogotá,Cundinamarca,BLOQUEADO,WEB
778,Ivonne,Herrera,IDNAL,7527472128,1963-10-16,2025-04-03,PRE,806,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
779,Homero,Menéndez,PASP,8504774466,2006-02-27,2016-09-06,PRE,808,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
780,Liliana,Méndez,IDNAL,1308442317,1948-09-12,2016-02-23,STD,610,Guadalajara,Jalisco,ACTIVO,APP
781,María,Barrios,IDNAL,1218987399,1961-05-30,2023-05-03,BAS,547,Bogotá,Cundinamarca,ACTIVO,APP
782,Barbara,de la Torre,IDNAL,6059602873,1949-02-19,2024-09-22,BAS,443,Cali,Valle del Cauca,ACTIVO,WEB
783,Ivonne,Ordóñez,IDNAL,5178343325,1997-04-04,2018-04-20,BAS,339,Guadalajara,Jalisco,ACTIVO,APP
784,Juan,Castro,IDNAL,4256678151,1945-12-15,2025-11-21,STD,552,Santiago,Región Metropolitana,ACTIVO,APP
785,Lorena,Chávez,IDNAL,6271530837,1991-10-10,2020-07-01,STD,625,Barranquilla,Atlántico,ACTIVO,WEB
786,Erika,Giraldo,IDNAL,1782638028,2002-11-04,2023-05-22,BAS,331,Lima,Lima,ACTIVO,WEB
787,Emilio,Varela,IDNAL,4061696296,2001-11-11,2020-04-04,STD,556,Cali,Valle del Cauca,ACTIVO,WEB
788,Enrique,Gamboa,IDNAL,1583692176,1975-12-04,2022-07-30,BAS,443,Bogotá,Cundinamarca,ACTIVO,WEB
789,Claudia,Santillán,IDNAL,1984994253,1985-01-28,2022-01-31,BAS,528,Santiago,Región Metropolitana,ACTIVO,APP
790,Mauricio,Osorio,IDNAL,4341083932,1989-11-08,2021-03-01,BAS,316,Medellín,Antioquia,ACTIVO,APP
791,Marly,Borrego,IDNAL,1880008770,1997-06-06,2018-05-06,BAS,511,Medellín,Antioquia,ACTIVO,CORRESPONSAL
792,Alfonso,Díaz,IDNAL,9123160717,1953-01-24,2015-10-16,BAS,476,Cali,Valle del Cauca,ACTIVO,APP
793,Lucía,Díaz,IDNAL,2286205964,1989-01-05,2026-05-26,BAS,543,Guadalajara,Jalisco,ACTIVO,APP
794,Catalina,Marín,IDNAL,5367419685,1955-03-18,2015-11-15,STD,587,Lima,Lima,ACTIVO,APP
795,María,Miranda,IDNAL,271319459,1995-10-31,2018-06-10,BAS,571,Bogotá,Cundinamarca,ACTIVO,WEB
796,Débora,Mena,IDNAL,9404035043,2005-03-07,2022-11-17,BAS,439,Buenos Aires,Buenos Aires,ACTIVO,APP
797,Miguel,Caraballo,IDNAL,1388854268,1968-12-19,2015-10-21,BAS,423,Cali,Valle del Cauca,ACTIVO,WEB
798,Fernanda,Barraza,IDNAL,1584756879,2001-11-09,2022-08-05,STD,690,Ciudad de México,Ciudad de México,ACTIVO,APP
799,Sebastián,Riascos,IDNAL,2444717125,2006-11-11,2025-10-21,BAS,479,Guadalajara,Jalisco,ACTIVO,APP
800,Yeferson,Buitrago,IDNAL,1426129087,2008-02-26,2016-09-30,BAS,411,Barranquilla,Atlántico,ACTIVO,APP
801,María,Flórez,CE,57087328,1983-07-18,2020-11-08,STD,718,Santiago,Región Metropolitana,ACTIVO,APP
802,Elisa,Bétancourt,IDNAL,4885763595,1961-10-14,2018-03-07,STD,625,Bogotá,Cundinamarca,ACTIVO,APP
803,Adriana,Granados,IDNAL,1411712184,1963-03-18,2024-06-17,PRE,782,Medellín,Antioquia,ACTIVO,CORRESPONSAL
804,Jesús,Espinosa,IDNAL,5717762282,1955-08-10,2019-10-29,STD,616,Barranquilla,Atlántico,ACTIVO,APP
805,Patricia,Guzmán,CE,25953043,1946-05-13,2016-06-26,BAS,391,Buenos Aires,Buenos Aires,ACTIVO,APP
806,Lucas,Bustos,IDNAL,4002105043,1976-02-18,2022-11-07,BAS,526,Ciudad de México,Ciudad de México,ACTIVO,APP
807,Mercedes,Guevara,IDNAL,9347719310,1962-03-24,2025-05-28,BAS,554,Medellín,Antioquia,ACTIVO,APP
808,Willian,Jurado,IDNAL,8472060093,1967-04-22,2023-08-10,STD,650,Cali,Valle del Cauca,ACTIVO,WEB
809,Deisy,Ochoa,IDNAL,5933150768,1993-03-29,2025-09-22,STD,567,Cali,Valle del Cauca,ACTIVO,APP
810,María Luisa,Hinojosa,IDNAL,6286334202,1960-11-15,2025-03-01,BAS,483,Guadalajara,Jalisco,INACTIVO,WEB
811,Patricia,Rodarte,IDNAL,814436678,2000-03-27,2023-12-17,BAS,474,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
812,Robinson,Manrique,IDNAL,5944395456,1985-03-23,2022-07-22,STD,648,Bogotá,Cundinamarca,ACTIVO,APP
813,Gerónimo,Montenegro,IDNAL,7396987201,1984-10-23,2016-07-31,BAS,524,Guadalajara,Jalisco,ACTIVO,APP
814,Alirio,Guerra,IDNAL,7787318635,1989-01-23,2020-01-17,BAS,332,Guadalajara,Jalisco,ACTIVO,WEB
815,Ariel,Hernández,IDNAL,3614283282,1949-07-18,2026-07-25,STD,554,Arequipa,Arequipa,ACTIVO,CORRESPONSAL
816,Catalina,Sisneros,IDNAL,8057385123,1998-01-24,2019-11-26,BAS,567,Cali,Valle del Cauca,ACTIVO,APP
817,José,Orozco,IDNAL,3734121713,1984-11-22,2018-01-10,STD,559,Monterrey,Nuevo León,ACTIVO,APP
818,César,Bermúdez,IDNAL,4239242237,1941-09-16,2016-10-14,STD,716,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
819,Andrés,Ardila,IDNAL,5052605096,1989-07-06,2018-12-20,BAS,387,Lima,Lima,ACTIVO,APP
820,Rosa,Raya,IDNAL,797309341,1992-08-19,2018-11-12,BAS,332,Guadalajara,Jalisco,ACTIVO,APP
821,Joel,Mendoza,IDNAL,713506306,1947-06-08,2017-09-20,BAS,594,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
822,Patricia,Vigil,IDNAL,6347519787,1942-04-01,2020-02-16,BAS,332,Bogotá,Cundinamarca,INACTIVO,APP
823,Violeta,Calderón,IDNAL,4326157171,2005-01-12,2023-08-26,BAS,597,Ciudad de México,Ciudad de México,ACTIVO,WEB
824,Alberto,Arias,IDNAL,8587551470,2005-08-20,2022-05-19,BAS,549,Lima,Lima,ACTIVO,APP
825,David,Arboleda,IDNAL,4308215823,1990-12-14,2016-01-14,BAS,543,Ciudad de México,Ciudad de México,ACTIVO,WEB
826,Lucía,Angarita,IDNAL,5877361656,1976-08-22,2018-10-18,BAS,612,Barranquilla,Atlántico,ACTIVO,APP
827,Sessa,Rodríguez,IDNAL,3751372582,1987-09-26,2019-07-29,STD,627,Cali,Valle del Cauca,ACTIVO,APP
828,Yenny,Montero,IDNAL,9021388639,1961-08-07,2018-01-13,BAS,485,Ciudad de México,Ciudad de México,ACTIVO,APP
829,Gonzalo,Bautista,PASP,2004903816,2006-08-04,2023-10-21,ELI,833,Ciudad de México,Ciudad de México,ACTIVO,APP
830,Omar,de la Rosa,IDNAL,4747956127,1952-07-03,2022-02-14,STD,721,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
831,Marina,Soto,PASP,2858199245,1947-10-04,2019-05-29,BAS,532,Medellín,Antioquia,ACTIVO,APP
832,Sofía,Rivera,IDNAL,1002305548,1949-06-22,2017-02-02,STD,579,Lima,Lima,ACTIVO,APP
833,Ernesto,Mena,IDNAL,9088607024,1950-04-10,2022-01-25,BAS,466,Cali,Valle del Cauca,ACTIVO,APP
834,Zacarías,Villanueva,IDNAL,7933313957,1963-05-09,2017-09-30,BAS,412,Bogotá,Cundinamarca,ACTIVO,APP
835,Fidel,Rodríguez,IDNAL,1356892801,1998-07-29,2024-02-07,STD,595,Medellín,Antioquia,ACTIVO,APP
836,Milena,Sánchez,IDNAL,6867138648,1975-10-15,2020-04-02,BAS,365,Buenos Aires,Buenos Aires,ACTIVO,APP
837,Fernando,Saldaña,IDNAL,1617951253,1951-12-29,2019-06-06,STD,637,Ciudad de México,Ciudad de México,ACTIVO,APP
838,José Carlos,Bonilla,IDNAL,3644358139,1978-11-21,2021-05-04,BAS,595,Córdoba,Córdoba,ACTIVO,WEB
839,Javier,Uribe,CE,8898412960,1960-10-25,2024-12-03,PRE,821,Monterrey,Nuevo León,ACTIVO,WEB
840,Diana,Espinosa,IDNAL,7342622550,1986-02-24,2025-06-02,BAS,596,Bogotá,Cundinamarca,ACTIVO,WEB
841,Esparta,Jiménez,IDNAL,900939604,1991-08-22,2021-10-05,PRE,711,Santiago,Región Metropolitana,INACTIVO,CORRESPONSAL
842,Ignacio,Quiroga,IDNAL,241941984,2007-11-22,2018-08-28,STD,728,Guadalajara,Jalisco,ACTIVO,APP
843,Genaro,Vega,IDNAL,1735141023,1949-09-08,2022-05-07,STD,605,Cali,Valle del Cauca,ACTIVO,APP
844,Angie,Núñez,IDNAL,7635295696,1960-04-30,2021-11-06,BAS,535,Ciudad de México,Ciudad de México,ACTIVO,APP
845,Gerardo,Borrego,PASP,2189353138,1981-07-15,2020-04-03,STD,653,Arequipa,Arequipa,ACTIVO,APP
846,Noelia,Olivo,IDNAL,7313199661,1980-06-26,2017-04-16,PRE,798,Medellín,Antioquia,ACTIVO,WEB
847,Patricia,Palomino,PASP,6571676457,1976-11-29,2019-02-17,BAS,577,Barranquilla,Atlántico,ACTIVO,APP
848,José Eduardo,Adame,IDNAL,7733144348,1944-04-07,2025-05-20,BAS,563,Barranquilla,Atlántico,ACTIVO,APP
849,Teresa,Brito,PASP,150346559,1976-01-17,2021-10-14,STD,643,Medellín,Antioquia,ACTIVO,APP
850,Dulce,Guzmán,IDNAL,9850064371,1951-02-13,2020-12-03,STD,635,Lima,Lima,ACTIVO,APP
851,Alberto,Camacho,IDNAL,1018338289,1951-03-30,2019-04-06,BAS,407,Monterrey,Nuevo León,ACTIVO,CORRESPONSAL
852,Olivia,Villareal,IDNAL,1191405559,1946-08-30,2020-01-13,STD,563,Ciudad de México,Ciudad de México,ACTIVO,WEB
853,Jesús,Pabón,IDNAL,9681626753,2005-07-31,2024-09-18,BAS,572,Cali,Valle del Cauca,ACTIVO,APP
854,David,Barragán,PASP,7363485082,1970-02-28,2020-12-24,STD,566,Monterrey,Nuevo León,ACTIVO,WEB
855,Lizeth,Bernal,IDNAL,9125178657,1988-02-23,2016-09-20,PRE,719,Barranquilla,Atlántico,ACTIVO,APP
856,Jorge,Chávez,IDNAL,3427802090,1942-04-10,2022-01-06,BAS,311,Santiago,Región Metropolitana,ACTIVO,APP
857,Camila,Castañeda,IDNAL,8055262383,1948-02-07,2025-05-02,ELI,825,Medellín,Antioquia,ACTIVO,APP
858,Luis,Arriaga,IDNAL,7524236872,1965-02-02,2023-09-18,BAS,510,Buenos Aires,Buenos Aires,ACTIVO,APP
859,Rafaél,Serna,IDNAL,2824211316,1967-05-19,2016-07-01,STD,690,Guadalajara,Jalisco,ACTIVO,APP
860,Camilo,Peralta,IDNAL,5081395246,1995-12-09,2024-02-22,BAS,547,Bogotá,Cundinamarca,ACTIVO,WEB
861,Esperanza,Guzmán,IDNAL,9900704631,2006-01-28,2022-07-07,BAS,616,Barranquilla,Atlántico,ACTIVO,APP
862,Santiago,Bermúdez,PASP,4058172647,1980-10-01,2017-01-14,STD,720,Santiago,Región Metropolitana,ACTIVO,CORRESPONSAL
863,Luis,Montes,IDNAL,3138750794,1975-06-24,2022-07-01,BAS,489,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
864,Raquel,Aguilar,IDNAL,7514766634,1991-11-21,2025-12-07,STD,688,Bogotá,Cundinamarca,ACTIVO,APP
865,Octavio,del Río,CE,9162534482,2006-06-02,2022-10-16,STD,667,Córdoba,Córdoba,ACTIVO,APP
866,Lizeth,Manrique,PASP,4801195339,1974-06-24,2020-02-08,BAS,451,Guadalajara,Jalisco,INACTIVO,APP
867,Abelardo,Rojas,IDNAL,3837200484,2002-05-03,2016-07-30,BAS,589,Ciudad de México,Ciudad de México,INACTIVO,CORRESPONSAL
868,María,Valencia,IDNAL,460266142,2002-03-06,2022-06-10,PRE,841,Ciudad de México,Ciudad de México,ACTIVO,APP
869,María,Rincón,IDNAL,3859070910,1950-01-11,2015-09-19,BAS,611,Bogotá,Cundinamarca,ACTIVO,APP
870,Úrsula,Torres,IDNAL,5902614211,1970-10-01,2024-09-22,STD,687,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
871,Sandra,Hoyos,IDNAL,695073055,1992-06-10,2015-09-13,STD,704,Medellín,Antioquia,INACTIVO,CORRESPONSAL
872,Brayan,Carranza,IDNAL,1223635199,1968-06-13,2021-03-27,PRE,794,Cali,Valle del Cauca,ACTIVO,APP
873,Javier,Roque,IDNAL,4805176383,1979-01-14,2017-10-07,BAS,410,Medellín,Antioquia,ACTIVO,APP
874,César,Sierra,IDNAL,564434600,1995-07-18,2017-09-29,BAS,517,Cali,Valle del Cauca,BLOQUEADO,WEB
875,Ana María,Granado,IDNAL,5764451684,1971-02-27,2020-07-10,BAS,568,Bogotá,Cundinamarca,ACTIVO,APP
876,Yury,Vargas,CE,802558618,1993-10-11,2020-01-31,BAS,439,Medellín,Antioquia,INACTIVO,WEB
877,Virginia,Ramírez,IDNAL,778197615,1957-03-18,2017-11-07,STD,647,Bogotá,Cundinamarca,ACTIVO,WEB
878,María,Concepción,IDNAL,8665789482,1947-10-16,2022-01-26,STD,668,Guadalajara,Jalisco,ACTIVO,APP
879,Andrés,Garibay,IDNAL,6124949160,1976-04-18,2026-07-21,STD,581,Guadalajara,Jalisco,ACTIVO,APP
880,Uriel,Jiménez,IDNAL,1795615023,2002-07-06,2018-09-10,PRE,730,Ciudad de México,Ciudad de México,ACTIVO,APP
881,Abel,Medina,IDNAL,5520394348,2003-06-04,2022-12-06,STD,661,Medellín,Antioquia,INACTIVO,APP
882,Patricio,Morales,PASP,479011764,1988-01-29,2021-03-27,STD,697,Medellín,Antioquia,ACTIVO,WEB
883,Jairo,Villamizar,IDNAL,9613220073,1955-11-23,2017-01-31,BAS,482,Guadalajara,Jalisco,ACTIVO,APP
884,Gregorio,Arguello,IDNAL,9418551924,2004-07-31,2016-11-15,BAS,571,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
885,Karen,Cerón,IDNAL,660017733,1954-08-25,2024-12-18,BAS,385,Lima,Lima,ACTIVO,APP
886,Stiven,Lara,IDNAL,1873145919,1970-02-11,2018-06-10,PRE,792,Medellín,Antioquia,ACTIVO,WEB
887,Jhon,Longoria,IDNAL,9406798347,1975-04-15,2018-06-01,STD,674,Ciudad de México,Ciudad de México,ACTIVO,APP
888,César,Londoño,IDNAL,1166058670,1941-11-05,2025-04-30,PRE,843,Monterrey,Nuevo León,ACTIVO,APP
889,Noelia,Serna,IDNAL,5406653532,1961-10-08,2024-12-28,PRE,729,Monterrey,Nuevo León,ACTIVO,APP
890,Jorge,Armenta,IDNAL,1253457423,2005-09-15,2017-11-11,PRE,792,Bogotá,Cundinamarca,ACTIVO,APP
891,Omar,Guzmán,IDNAL,2296067730,1985-09-28,2026-05-13,BAS,455,Buenos Aires,Buenos Aires,INACTIVO,APP
892,Camila,Camargo,IDNAL,5561533151,1984-03-13,2021-08-24,PRE,732,Bogotá,Cundinamarca,ACTIVO,WEB
893,Rolando,Hidalgo,IDNAL,9047102640,2005-12-14,2026-04-03,ELI,943,Bogotá,Cundinamarca,ACTIVO,WEB
894,Esparta,Meléndez,IDNAL,9465758447,1952-03-11,2019-07-17,BAS,360,Ciudad de México,Ciudad de México,ACTIVO,WEB
895,Aura,López,PASP,1973065509,1954-06-15,2018-09-02,BAS,608,Bogotá,Cundinamarca,ACTIVO,APP
896,María,Díaz,IDNAL,806801100,1946-07-03,2019-10-09,PRE,771,Cali,Valle del Cauca,ACTIVO,APP
897,Ferney,López,PASP,3470302359,1967-04-26,2015-12-14,BAS,591,Lima,Lima,ACTIVO,APP
898,Alberto,Centeno,IDNAL,3307630024,1951-04-23,2015-10-05,PRE,743,Arequipa,Arequipa,ACTIVO,APP
899,María,Márquez,PASP,868964847,1993-04-18,2018-05-17,STD,671,Medellín,Antioquia,INACTIVO,APP
900,Vanessa,Guerrero,IDNAL,9738652096,1943-01-17,2017-05-07,STD,647,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
901,Sandra,Sánchez,IDNAL,103082975,1967-10-29,2021-08-11,STD,683,Medellín,Antioquia,ACTIVO,WEB
902,Lorena,Pacheco,IDNAL,2112353306,1956-11-17,2020-05-24,STD,579,Bogotá,Cundinamarca,ACTIVO,APP
903,Ana,González,IDNAL,3846514715,1953-09-20,2024-08-16,STD,654,Santiago,Región Metropolitana,ACTIVO,WEB
904,Alberto,Sánchez,IDNAL,5527646752,1960-01-19,2021-11-17,PRE,794,Santiago,Región Metropolitana,ACTIVO,APP
905,Edwin,Acevedo,IDNAL,4924562641,1968-03-07,2023-09-27,ELI,841,Medellín,Antioquia,ACTIVO,APP
906,Francisco Javier,Olaya,IDNAL,621343575,1950-04-13,2022-02-24,BAS,386,Arequipa,Arequipa,ACTIVO,CORRESPONSAL
907,Yolanda,Ramos,IDNAL,7029161450,1996-03-09,2022-02-13,ELI,928,Buenos Aires,Buenos Aires,ACTIVO,APP
908,Luis,Lozano,IDNAL,1651961479,1977-06-17,2017-01-31,BAS,504,Cali,Valle del Cauca,ACTIVO,APP
909,Ariadna,Figueroa,IDNAL,473117789,1966-02-27,2020-08-12,STD,666,Ciudad de México,Ciudad de México,INACTIVO,CORRESPONSAL
910,Isabel,Vargas,IDNAL,8829875790,1949-07-31,2022-01-08,BAS,327,Bogotá,Cundinamarca,ACTIVO,APP
911,Dulce María,Martínez,IDNAL,4611808298,1943-08-28,2021-10-24,STD,627,Ciudad de México,Ciudad de México,ACTIVO,APP
912,Eloy,Bermúdez,IDNAL,7789830551,1993-09-08,2023-08-05,BAS,403,Arequipa,Arequipa,ACTIVO,WEB
913,Lourdes,Correa,IDNAL,4351701335,1952-03-17,2026-07-13,STD,554,Lima,Lima,ACTIVO,APP
914,Pamela,Santacruz,CE,4341643190,1987-11-14,2025-01-10,BAS,492,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
915,Jair,Blanco,IDNAL,4000548312,2007-10-28,2024-06-21,BAS,384,Arequipa,Arequipa,ACTIVO,WEB
916,Bryan,Galarza,IDNAL,2658772734,1968-04-18,2025-02-11,BAS,583,Medellín,Antioquia,ACTIVO,APP
917,Georgina,Álvarez,IDNAL,7847994784,1945-04-28,2022-10-26,STD,676,Ciudad de México,Ciudad de México,ACTIVO,WEB
918,Reynaldo,Cano,IDNAL,1440839808,1960-10-21,2024-10-24,BAS,602,Bogotá,Cundinamarca,ACTIVO,WEB
919,Cristobal,Zambrano,IDNAL,1327660794,1985-01-16,2019-09-09,PRE,787,Cali,Valle del Cauca,ACTIVO,WEB
920,Andrea,Valle,IDNAL,196196740,1947-12-11,2015-09-29,BAS,420,Bogotá,Cundinamarca,BLOQUEADO,APP
921,César,Sierra,IDNAL,7524105278,2007-11-15,2017-04-04,STD,555,Bogotá,Cundinamarca,ACTIVO,APP
922,Julia,Sandoval,IDNAL,8691662212,1974-01-21,2020-07-14,BAS,310,Ciudad de México,Ciudad de México,ACTIVO,APP
923,Israel,García,IDNAL,3086168237,1972-01-20,2021-05-14,STD,675,Medellín,Antioquia,INACTIVO,APP
924,Consuelo,Gómez,IDNAL,1026972351,2006-10-17,2025-03-30,STD,707,Lima,Lima,ACTIVO,APP
925,Diana,Collazo,IDNAL,4669349652,1972-07-20,2018-06-27,ELI,874,Buenos Aires,Buenos Aires,ACTIVO,APP
926,Cecilia,Escobar,IDNAL,383236692,1989-12-17,2019-12-27,BAS,347,Cali,Valle del Cauca,BLOQUEADO,APP
927,Eduard,Bernal,IDNAL,4036536863,1944-04-18,2020-06-23,STD,659,Guadalajara,Jalisco,ACTIVO,APP
928,Maribel,Quintana,IDNAL,5642064072,1988-01-10,2024-03-16,STD,688,Lima,Lima,ACTIVO,APP
929,Lina,Báez,IDNAL,2408619421,1999-08-26,2020-07-18,BAS,309,Guadalajara,Jalisco,ACTIVO,APP
930,Cecilia,Márquez,IDNAL,4696560131,1973-06-25,2017-06-16,STD,669,Monterrey,Nuevo León,ACTIVO,APP
931,José Eduardo,Osorio,IDNAL,5151688714,1945-12-27,2021-06-04,STD,710,Valparaíso,Valparaíso,ACTIVO,WEB
932,Fernanda,González,IDNAL,8754355973,2006-02-23,2018-01-28,BAS,522,Arequipa,Arequipa,ACTIVO,APP
933,Adela,Zaragoza,IDNAL,7767592581,2008-03-11,2019-03-26,PRE,773,Santiago,Región Metropolitana,ACTIVO,APP
934,Manuel,Piña,IDNAL,9672572522,1947-04-16,2016-10-11,BAS,425,Bogotá,Cundinamarca,ACTIVO,APP
935,Karina,Arboleda,IDNAL,8037125607,1987-03-04,2018-09-24,BAS,403,Barranquilla,Atlántico,ACTIVO,CORRESPONSAL
936,Esteban,Herrera,IDNAL,706665083,2005-09-13,2023-10-17,BAS,321,Ciudad de México,Ciudad de México,ACTIVO,WEB
937,Andrés,Quesada,CE,6744459607,1979-10-09,2016-12-03,STD,566,Medellín,Antioquia,ACTIVO,WEB
938,Aida,Rodríguez,PASP,4010723787,2000-06-01,2017-07-13,BAS,371,Barranquilla,Atlántico,ACTIVO,WEB
939,Lina,Raya,IDNAL,7019235213,1944-02-01,2018-10-17,STD,684,Guadalajara,Jalisco,ACTIVO,APP
940,Jhon,Zaragoza,IDNAL,5223269868,2006-05-30,2025-05-31,PRE,849,Lima,Lima,ACTIVO,APP
941,Beatriz,Rodríguez,IDNAL,3726992894,1985-10-04,2022-08-23,PRE,754,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
942,Dayana,Guzmán,CE,5050081855,1966-12-29,2025-01-01,BAS,357,Ciudad de México,Ciudad de México,ACTIVO,APP
943,María,Flórez,IDNAL,7018437138,1947-07-26,2017-02-14,BAS,485,Valparaíso,Valparaíso,ACTIVO,CORRESPONSAL
944,Raquel,López,IDNAL,7015937115,1987-01-15,2022-10-03,BAS,327,Santiago,Región Metropolitana,ACTIVO,APP
945,Mateo,Caicedo,IDNAL,4829435450,1969-09-13,2015-09-24,STD,642,Barranquilla,Atlántico,ACTIVO,APP
